organization	image_path	label_rank	class_label	confidence_score
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page6_img0.png	2	solar dish, solar collector, solar furnace	0.022290194407105446
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page6_img0.png	3	pole	0.02180328220129013
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page6_img0.png	4	flagpole, flagstaff	0.016236040741205215
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page6_img0.png	5	worm fence, snake fence, snake-rail fence, Virginia fence	0.013895266689360142
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page6_img0.png	6	water tower	0.010012786835432053
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page6_img0.png	7	cellular telephone, cellular phone, cellphone, cell, mobile phone	0.00840300228446722
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page6_img0.png	8	tennis ball	0.008238516747951508
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page6_img0.png	9	pinwheel	0.007456405553966761
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page6_img0.png	10	rapeseed	0.006766417063772678
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img1.png	1	cardigan	0.5126710534095764
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img1.png	2	poncho	0.2715444564819336
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img1.png	3	wool, woolen, woollen	0.09259877353906631
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img1.png	4	sweatshirt	0.02020644024014473
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img1.png	5	jersey, T-shirt, tee shirt	0.001558425254188478
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img1.png	6	sock	0.0011880062520503998
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img1.png	7	mitten	0.00115252286195755
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img1.png	8	Welsh springer spaniel	0.0009540673345327377
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img1.png	9	jean, blue jean, denim	0.0009074463159777224
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img1.png	10	chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour	0.0007434249855577946
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page9_img0.png	1	notebook, notebook computer	0.8119951486587524
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page9_img0.png	2	laptop, laptop computer	0.09749486297369003
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page9_img0.png	3	desktop computer	0.023000285029411316
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page9_img0.png	4	mouse, computer mouse	0.013713379390537739
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page9_img0.png	5	space bar	0.011761846020817757
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page9_img0.png	6	hand-held computer, hand-held microcomputer	0.008348602801561356
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page9_img0.png	7	desk	0.005779748782515526
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page9_img0.png	8	modem	0.004669396672397852
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page9_img0.png	9	screen, CRT screen	0.00414649210870266
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page9_img0.png	10	computer keyboard, keypad	0.0034714755602180958
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page1_img0.png	1	chest	0.13640882074832916
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page1_img0.png	2	crate	0.13492965698242188
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page1_img0.png	3	doormat, welcome mat	0.06281799077987671
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page1_img0.png	4	television, television system	0.043663788586854935
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page1_img0.png	5	park bench	0.036074161529541016
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page1_img0.png	6	chiffonier, commode	0.03399676829576492
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page1_img0.png	7	file, file cabinet, filing cabinet	0.02739044837653637
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page1_img0.png	8	sweatshirt	0.01760672964155674
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page1_img0.png	9	desk	0.01657862775027752
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page1_img0.png	10	pedestal, plinth, footstall	0.015746744349598885
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/fossil-free-fertilisers-a-key-to-cutting-carbon-emissions-vattenfall_page0_img0.png	1	tractor	0.5180118680000305
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/fossil-free-fertilisers-a-key-to-cutting-carbon-emissions-vattenfall_page0_img0.png	2	plow, plough	0.25194868445396423
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/fossil-free-fertilisers-a-key-to-cutting-carbon-emissions-vattenfall_page0_img0.png	3	harvester, reaper	0.20110809803009033
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/fossil-free-fertilisers-a-key-to-cutting-carbon-emissions-vattenfall_page0_img0.png	4	thresher, thrasher, threshing machine	0.010358670726418495
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/fossil-free-fertilisers-a-key-to-cutting-carbon-emissions-vattenfall_page0_img0.png	5	lawn mower, mower	0.00806726049631834
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/fossil-free-fertilisers-a-key-to-cutting-carbon-emissions-vattenfall_page0_img0.png	6	jeep, landrover	0.0023257206194102764
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/fossil-free-fertilisers-a-key-to-cutting-carbon-emissions-vattenfall_page0_img0.png	7	snowplow, snowplough	0.0003186222165822983
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/fossil-free-fertilisers-a-key-to-cutting-carbon-emissions-vattenfall_page0_img0.png	8	hay	0.0002887107548303902
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/fossil-free-fertilisers-a-key-to-cutting-carbon-emissions-vattenfall_page0_img0.png	9	golfcart, golf cart	0.0002642761101014912
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/fossil-free-fertilisers-a-key-to-cutting-carbon-emissions-vattenfall_page0_img0.png	10	barrow, garden cart, lawn cart, wheelbarrow	0.00024237418256234378
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page2_img0.png	1	marimba, xylophone	0.1046692356467247
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page2_img0.png	2	suit, suit of clothes	0.045617274940013885
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page2_img0.png	3	Windsor tie	0.02870967797935009
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page2_img0.png	4	stage	0.025284485891461372
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page2_img0.png	5	lab coat, laboratory coat	0.023463472723960876
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page2_img0.png	6	sunglass	0.023420583456754684
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page2_img0.png	7	steel drum	0.021402042359113693
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page2_img0.png	8	maraca	0.01969847083091736
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page2_img0.png	9	oboe, hautboy, hautbois	0.01945745013654232
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page2_img0.png	10	bassoon	0.018112674355506897
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page0_img0.png	1	library	0.9873760938644409
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page0_img0.png	2	bookcase	0.004398449789732695
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page0_img0.png	3	bookshop, bookstore, bookstall	0.002881517866626382
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page0_img0.png	4	academic gown, academic robe, judge's robe	0.0007393598789349198
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page0_img0.png	5	tobacco shop, tobacconist shop, tobacconist	0.0003034315595868975
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page0_img0.png	6	prison, prison house	0.00021871387434657663
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page0_img0.png	7	cinema, movie theater, movie theatre, movie house, picture palace	0.00014491233741864562
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page0_img0.png	8	organ, pipe organ	0.00010342135647078976
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page0_img0.png	9	planetarium	0.00010107118578162044
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page0_img0.png	10	vestment	0.00010014386498369277
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page4_img0.png	1	joystick	0.2255207747220993
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page4_img0.png	2	hook, claw	0.09713602811098099
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page4_img0.png	3	hand-held computer, hand-held microcomputer	0.04878277704119682
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page4_img0.png	4	stopwatch, stop watch	0.02562139742076397
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page4_img0.png	5	switch, electric switch, electrical switch	0.02076849713921547
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page4_img0.png	6	odometer, hodometer, mileometer, milometer	0.02034483291208744
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page4_img0.png	7	combination lock	0.020147955045104027
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page4_img0.png	8	vacuum, vacuum cleaner	0.020037218928337097
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page4_img0.png	9	gas pump, gasoline pump, petrol pump, island dispenser	0.012064121663570404
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page4_img0.png	10	magnetic compass	0.01028362289071083
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page10_img1.png	1	nematode, nematode worm, roundworm	0.1213052049279213
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page10_img1.png	2	spider web, spider's web	0.028852546587586403
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page10_img1.png	3	parachute, chute	0.027469294145703316
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page10_img1.png	4	plastic bag	0.0236100722104311
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page10_img1.png	5	matchstick	0.021238410845398903
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page10_img1.png	6	syringe	0.01776868849992752
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page10_img1.png	7	jellyfish	0.015651823952794075
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page10_img1.png	8	Petri dish	0.01375645026564598
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page10_img1.png	9	promontory, headland, head, foreland	0.011970555409789085
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page10_img1.png	10	seashore, coast, seacoast, sea-coast	0.011901749297976494
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img0.png	1	park bench	0.08633703738451004
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img0.png	2	balloon	0.0650123804807663
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img0.png	3	binoculars, field glasses, opera glasses	0.05186764523386955
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img0.png	4	solar dish, solar collector, solar furnace	0.04769998788833618
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img0.png	5	torch	0.033224668353796005
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img0.png	6	swing	0.032434239983558655
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img0.png	7	umbrella	0.02598670683801174
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img0.png	8	parachute, chute	0.02154175378382206
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img0.png	9	kite	0.017497746273875237
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/un-s-sustainable-development-goals-vattenfall_page11_img0.png	10	soccer ball	0.013637710362672806
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page4_img0.png	1	cellular telephone, cellular phone, cellphone, cell, mobile phone	0.10177484154701233
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page4_img0.png	2	whistle	0.06633272022008896
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page4_img0.png	3	hand-held computer, hand-held microcomputer	0.05150177329778671
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page4_img0.png	4	harmonica, mouth organ, harp, mouth harp	0.04421595111489296
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page4_img0.png	5	neck brace	0.03947398439049721
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page4_img0.png	6	loupe, jeweler's loupe	0.03646327927708626
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page4_img0.png	7	Windsor tie	0.02809539996087551
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page4_img0.png	8	stethoscope	0.021283773705363274
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page4_img0.png	9	suit, suit of clothes	0.019598016515374184
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page4_img0.png	10	notebook, notebook computer	0.019282855093479156
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page7_img0.png	1	mask	0.28535404801368713
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page7_img0.png	2	breastplate, aegis, egis	0.05263802781701088
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page7_img0.png	3	sandal	0.03540283069014549
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page7_img0.png	4	bolo tie, bolo, bola tie, bola	0.03519104793667793
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page7_img0.png	5	holster	0.032224055379629135
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page7_img0.png	6	knee pad	0.02852940373122692
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page7_img0.png	7	running shoe	0.0285238828510046
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page7_img0.png	8	cuirass	0.022409746423363686
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page7_img0.png	9	cowboy boot	0.02228930965065956
cv-org2-vattenfall	/content/osm-cca-nlp/res/pdf/vattenfall/shifting-the-climate-narrative-vattenfall_page7_img0.png	10	conch	0.01780761405825615
